"source","nr_p_values","nr_errors","nr_decision_errors","year","journal","mean_nr_p_values_year","mean_nr_errors_year","mean_nr_decision_errors_year","nr_p_values_year","nr_errors_year","nr_decision_errors_year"
"2012-03-LaS-berent-et-al-2011-language-universals-and-misidentification-a-two-way-street.pdf",12,0,0,2012,"LaS",13.3125,1.1875,0.0625,213,19,1
"2012-04-LSP-carr-et-al-2012-speech-acts-within-facebook-status-messages.pdf",4,1,0,2012,"LSP",13.6428571428571,0.642857142857143,0,191,9,0
"2012-05-LaS-de-mareuil-et-al-2011-a-diachronic-study-of-initial-stress-and-other-prosodic-features-in-the-french-news-announcer.pdf",10,0,0,2012,"LaS",13.3125,1.1875,0.0625,213,19,1
"2012-06-LSP-consedine-et-al-2012-play-it-(again)-sam-linguistic-changes-predict-improved-mental-and-physical-health-among-older.pdf",24,0,0,2012,"LSP",13.6428571428571,0.642857142857143,0,191,9,0
"2012-06-LaS-gorisch-et-al-2012-pitch-contour-matching-and-interactional-alignment-across-turns-an-acoustic-investigation.pdf",2,1,0,2012,"LaS",13.3125,1.1875,0.0625,213,19,1
"2012-07-LaS-hanssen-et-al-2011-the-similarity-of-plural-endings-and-linking-elements-in-regional-speech-variants-of-dutch.pdf",16,0,0,2012,"LaS",13.3125,1.1875,0.0625,213,19,1
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf",35,12,0,2012,"LaS",13.3125,1.1875,0.0625,213,19,1
"2012-09-LLT-16_03_prince.pdf",5,0,0,2012,"LLT",5,0,0,5,0,0
"2012-09-LaS-herold-et-al-2011-say-it-like-you-mean-it-mothers-use-of-prosody-to-convey-word-meaning.pdf",28,0,0,2012,"LaS",13.3125,1.1875,0.0625,213,19,1
"2012-12-LSP-hamilton-2011-verbal-aggression-understanding-the-psychological-antecedents-and-social-consequences.pdf",3,0,0,2012,"LSP",13.6428571428571,0.642857142857143,0,191,9,0
"2012-12-LaS-kleber-et-al-2011-the-relationship-between-the-perception-and-production-of-coarticulation-during-a-sound-change-in.pdf",10,0,0,2012,"LaS",13.3125,1.1875,0.0625,213,19,1
"2012-13-LSP-hamilton-tafoya-2011-toward-a-collective-framework-on-verbal-aggression-hierarchical-and-antagonistic-processes.pdf",1,0,0,2012,"LSP",13.6428571428571,0.642857142857143,0,191,9,0
"2012-13-LaS-kugler-genzel-2011-on-the-prosodic-expression-of-pragmatic-prominence-the-case-of-pitch-register-lowering-in-akan.pdf",14,4,0,2012,"LaS",13.3125,1.1875,0.0625,213,19,1
"2012-14-LSP-harwood-vincze-2012-undermining-stereotypes-of-linguistic-groups-through-mediated-intergroup-contact.pdf",7,0,0,2012,"LSP",13.6428571428571,0.642857142857143,0,191,9,0
"2012-14-LaS-malaia-wilbur-2011-kinematic-signatures-of-telic-and-atelic-events-in-asl-predicates.pdf",4,1,0,2012,"LaS",13.3125,1.1875,0.0625,213,19,1
"2012-15-LSP-ickes-et-al-2011-f-ing-rudeness-predicting-the-propensity-to-verbally-abuse-strangers.pdf",12,0,0,2012,"LSP",13.6428571428571,0.642857142857143,0,191,9,0
"2012-15-LaS-morrill-2011-acoustic-correlates-of-stress-in-english-adjective-noun-compounds.pdf",5,0,0,2012,"LaS",13.3125,1.1875,0.0625,213,19,1
"2012-17-LSP-lee-et-al-2012-cultural-differences-between-japan-and-the-united-states-in-uses-of-apology-and-thank-you-in-favor.pdf",37,1,0,2012,"LSP",13.6428571428571,0.642857142857143,0,191,9,0
"2012-17-LaS-payne-et-al-2011-measuring-child-rhythm.pdf",8,0,0,2012,"LaS",13.3125,1.1875,0.0625,213,19,1
"2012-18-LAB-lab.2.4.02kei.pdf",51,15,1,2012,"LAB",13.4285714285714,3.85714285714286,0.285714285714286,94,27,2
"2012-18-LaS-robert-mathey-2011-the-effect-of-prime-duration-in-masked-orthographic-priming-depends-on-neighborhood-distribution.pdf",1,1,1,2012,"LaS",13.3125,1.1875,0.0625,213,19,1
"2012-19-LAB-lab.2.4.03haw.pdf",2,0,0,2012,"LAB",13.4285714285714,3.85714285714286,0.285714285714286,94,27,2
"2012-19-LSP-levine-et-al-2011-a-meta-analysis-of-trait-behavior-correlations-in-argumentativeness-and-verbal-aggression.pdf",4,0,0,2012,"LSP",13.6428571428571,0.642857142857143,0,191,9,0
"2012-19-LaS-shosted-et-al-2012-palatal-complexity-revisited-an-electropalatographic-analysis-of-n-in-brazilian-portuguese-with.pdf",13,0,0,2012,"LaS",13.3125,1.1875,0.0625,213,19,1
"2012-20-LAB-lab.2.4.05ols.pdf",6,3,0,2012,"LAB",13.4285714285714,3.85714285714286,0.285714285714286,94,27,2
"2012-20-LSP-lipinski-harten-tafarodi-2012-a-comparison-of-conversational-quality-in-online-and-face-to-face-first-encounters.pdf",31,1,0,2012,"LSP",13.6428571428571,0.642857142857143,0,191,9,0
"2012-21-LAB-lab.2.1.04gon.pdf",11,1,0,2012,"LAB",13.4285714285714,3.85714285714286,0.285714285714286,94,27,2
"2012-21-LSP-merkel-et-al-2012-shielding-women-against-status-loss-the-masculine-form-and-its-alternatives-in-the-italian-language.pdf",4,0,0,2012,"LSP",13.6428571428571,0.642857142857143,0,191,9,0
"2012-22-LAB-lab.2.2.01pat.pdf",1,0,0,2012,"LAB",13.4285714285714,3.85714285714286,0.285714285714286,94,27,2
"2012-22-LSP-park-lee-2012-cultural-differences-in-thank-you.pdf",33,2,0,2012,"LSP",13.6428571428571,0.642857142857143,0,191,9,0
"2012-23-LAB-lab.2.2.02mon.pdf",18,6,1,2012,"LAB",13.4285714285714,3.85714285714286,0.285714285714286,94,27,2
"2012-23-LSP-ruscher-2012-describing-grief-under-cyclical-versus-linear-conceptions-of-time.pdf",8,4,0,2012,"LSP",13.6428571428571,0.642857142857143,0,191,9,0
"2012-24-LaS-zellers-post-2012-combining-formal-and-functional-approaches-to-topic-structure.pdf",4,0,0,2012,"LaS",13.3125,1.1875,0.0625,213,19,1
"2013-00-LSP-abrams-bippus-2014-gendering-jokes-intergroup-bias-in-reactions-to-same-versus-opposite-gender-humor.pdf",15,2,0,2013,"LSP",9.375,0.625,0.0833333333333333,225,15,2
"2013-00-LaS-arnon-cohen-priva-2013-more-than-words-the-effect-of-multi-word-frequency-and-constituency-on-phonetic-duration.pdf",5,1,0,2013,"LaS",11.0666666666667,0.666666666666667,0.133333333333333,166,10,2
"2013-01-LLT-17_02_crossleymcnamara.pdf",2,0,0,2013,"LLT",5.75,2.125,0.375,46,17,3
"2013-01-LaS-astruc-et-al-2012-tonal-targets-in-early-child-english-spanish-and-catalan.pdf",32,3,2,2013,"LaS",11.0666666666667,0.666666666666667,0.133333333333333,166,10,2
"2013-02-LAB-lab.3.3.01ogr.pdf",3,0,0,2013,"LAB",7.75,1.5,0,31,6,0
"2013-02-LSP-assilamehou-teste-2012-how-you-describe-a-group-shows-how-biased-you-are-language-abstraction-and-inferences-about-a.pdf",13,0,0,2013,"LSP",9.375,0.625,0.0833333333333333,225,15,2
"2013-02-LaS-baayen-et-al-2013-sidestepping-the-combinatorial-explosion-an-explanation-of-n-gram-frequency-effects-based-on-naive.pdf",1,0,0,2013,"LaS",11.0666666666667,0.666666666666667,0.133333333333333,166,10,2
"2013-04-LSP-bazarova-et-al-2012-managing-impressions-and-relationships-on-facebook-self-presentational-and-relational-concerns.pdf",15,0,0,2013,"LSP",9.375,0.625,0.0833333333333333,225,15,2
"2013-05-LLT-17_02_macdonaldetal.pdf",10,4,0,2013,"LLT",5.75,2.125,0.375,46,17,3
"2013-05-LSP-beukeboom-et-al-2012-the-language-of-extraversion-extraverted-people-talk-more-abstractly-introverts-are-more-concrete.pdf",3,0,0,2013,"LSP",9.375,0.625,0.0833333333333333,225,15,2
"2013-05-LaS-chetail-content-2012-segmentation-of-written-words-in-french.pdf",9,0,0,2013,"LaS",11.0666666666667,0.666666666666667,0.133333333333333,166,10,2
"2013-06-LLT-17_02_polatetal.pdf",7,2,0,2013,"LLT",5.75,2.125,0.375,46,17,3
"2013-06-LSP-blackburn-et-al-2013-the-i-s-we-s-and-she-he-s-of-breakups-public-and-private-pronoun-usage-in-relationship-dissolution.pdf",3,0,0,2013,"LSP",9.375,0.625,0.0833333333333333,225,15,2
"2013-07-LLT-17_02_ranalli.pdf",4,0,0,2013,"LLT",5.75,2.125,0.375,46,17,3
"2013-08-LLT-17_02_yangmeng.pdf",9,6,3,2013,"LLT",5.75,2.125,0.375,46,17,3
"2013-08-LSP-catellani-covelli-2013-the-strategic-use-of-counterfactual-communication-in-politics.pdf",16,2,0,2013,"LSP",9.375,0.625,0.0833333333333333,225,15,2
"2013-09-LaS-love-walker-2012-football-versus-football-effect-of-topic-on-r-realization-in-american-and-english-sports-fans.pdf",9,1,0,2013,"LaS",11.0666666666667,0.666666666666667,0.133333333333333,166,10,2
"2013-10-LLT-17_03_kimetal.pdf",2,1,0,2013,"LLT",5.75,2.125,0.375,46,17,3
"2013-10-LaS-mccauley-et-al-2012-perception-and-bias-in-the-processing-of-compound-versus-phrasal-stress-evidence-from-event-related.pdf",16,0,0,2013,"LaS",11.0666666666667,0.666666666666667,0.133333333333333,166,10,2
"2013-11-LSP-donohue-et-al-2013-validating-liwc-dictionaries-the-oslo-i-accords.pdf",2,2,1,2013,"LSP",9.375,0.625,0.0833333333333333,225,15,2
"2013-11-LaS-mok-2012-does-vowel-inventory-density-affect-vowel-to-vowel-coarticulation.pdf",17,0,0,2013,"LaS",11.0666666666667,0.666666666666667,0.133333333333333,166,10,2
"2013-12-LLT-17_03_lys.pdf",9,4,0,2013,"LLT",5.75,2.125,0.375,46,17,3
"2013-12-LaS-ogasawara-2012-lexical-representation-of-japanese-vowel-devoicing.pdf",3,0,0,2013,"LaS",11.0666666666667,0.666666666666667,0.133333333333333,166,10,2
"2013-14-LSP-graf-et-al-2012-nouns-cut-slices-effects-of-linguistic-forms-on-intergroup-bias.pdf",13,1,0,2013,"LSP",9.375,0.625,0.0833333333333333,225,15,2
"2013-15-LaS-recasens-2012-coarticulation-in-catalan-dark-and-the-alveolar-trill-general-implications-for-sound-change.pdf",9,3,0,2013,"LaS",11.0666666666667,0.666666666666667,0.133333333333333,166,10,2
"2013-16-LLT-17_Chen HC.pdf",3,0,0,2013,"LLT",5.75,2.125,0.375,46,17,3
"2013-16-LSP-hall-la-france-2012-how-context-matters-predicting-men-s-homophobic-slang-use.pdf",4,1,0,2013,"LSP",9.375,0.625,0.0833333333333333,225,15,2
"2013-16-LaS-shafiro-et-al-2012-perceptual-confusions-of-american-english-vowels-and-consonants-by-native-arabic-bilinguals.pdf",1,0,0,2013,"LaS",11.0666666666667,0.666666666666667,0.133333333333333,166,10,2
"2013-17-LaS-to-et-al-2012-an-analysis-of-noun-definition-in-cantonese.pdf",8,0,0,2013,"LaS",11.0666666666667,0.666666666666667,0.133333333333333,166,10,2
"2013-18-LaS-turco-et-al-2012-intonational-means-to-mark-verum-focus-in-german-and-french.pdf",1,0,0,2013,"LaS",11.0666666666667,0.666666666666667,0.133333333333333,166,10,2
"2013-20-LSP-jenkins-et-al-2013-content-analysis-of-expressive-writing-narratives-about-stressful-relational-events-using.pdf",5,0,0,2013,"LSP",9.375,0.625,0.0833333333333333,225,15,2
"2013-20-LaS-vanrell-et-al-2012-intonation-as-an-encoder-of-speaker-certainty-information-and-confirmation-yes-no-questions-in.pdf",5,0,0,2013,"LaS",11.0666666666667,0.666666666666667,0.133333333333333,166,10,2
"2013-21-LSP-kacewicz-et-al-2013-pronoun-use-reflects-standings-in-social-hierarchies.pdf",6,0,0,2013,"LSP",9.375,0.625,0.0833333333333333,225,15,2
"2013-21-LaS-vitevitch-storkel-2012-examining-the-acquisition-of-phonological-word-forms-with-computational-experiments.pdf",42,1,0,2013,"LaS",11.0666666666667,0.666666666666667,0.133333333333333,166,10,2
"2013-22-LAB-lab.3.4.01dug.pdf",6,6,0,2013,"LAB",7.75,1.5,0,31,6,0
"2013-23-LSP-kuhn-gabriel-2013-actual-and-potential-gender-fair-language-use-the-role-of-language-competence-and-the-motivation-to.pdf",3,0,0,2013,"LSP",9.375,0.625,0.0833333333333333,225,15,2
"2013-23-LaS-zsiga-zec-2012-contextual-evidence-for-the-representation-of-pitch-accents-in-standard-serbian.pdf",8,1,0,2013,"LaS",11.0666666666667,0.666666666666667,0.133333333333333,166,10,2
"2013-24-LSP-kulesza-et-al-2013-the-echo-effect-the-power-of-verbal-mimicry-to-influence-prosocial-behavior.pdf",3,0,0,2013,"LSP",9.375,0.625,0.0833333333333333,225,15,2
"2013-28-LAB-lab.3.2.01gil.pdf",2,0,0,2013,"LAB",7.75,1.5,0,31,6,0
"2013-29-LAB-lab.3.2.02kup.pdf",20,0,0,2013,"LAB",7.75,1.5,0,31,6,0
"2013-29-LSP-matsumoto-et-al-2013-emotional-language-and-political-aggression.pdf",8,1,0,2013,"LSP",9.375,0.625,0.0833333333333333,225,15,2
"2013-30-LSP-matsumoto-hwang-2012-the-language-of-political-aggression.pdf",8,1,0,2013,"LSP",9.375,0.625,0.0833333333333333,225,15,2
"2013-33-LSP-north-et-al-2012-the-language-of-psychological-change-decoding-an-expressive-writing-paradigm.pdf",24,0,0,2013,"LSP",9.375,0.625,0.0833333333333333,225,15,2
"2013-37-LSP-roozen-shulman-2013-tuning-in-to-the-rtlm-tracking-the-evolution-of-language-alongside-the-rwandan-genocide-using.pdf",11,0,0,2013,"LSP",9.375,0.625,0.0833333333333333,225,15,2
"2013-38-LSP-rubini-menegatti-2014-hindering-women-s-careers-in-academia-gender-linguistic-bias-in-personnel-selection.pdf",11,1,0,2013,"LSP",9.375,0.625,0.0833333333333333,225,15,2
"2013-39-LSP-schellekens-et-al-2012-linguistic-biases-and-persuasion-in-communication-about-objects.pdf",29,0,0,2013,"LSP",9.375,0.625,0.0833333333333333,225,15,2
"2013-40-LSP-schoel-et-al-2012-attitudes-towards-languages-(atol)-scale-a-global-instrument.pdf",14,0,0,2013,"LSP",9.375,0.625,0.0833333333333333,225,15,2
"2013-41-LSP-shi-2012-cognitive-responses-in-advice-planning-an-examination-of-thought-content-and-its-impact-on-message-features.pdf",8,3,0,2013,"LSP",9.375,0.625,0.0833333333333333,225,15,2
"2013-42-LSP-struthers-et-al-2014-the-role-of-victim-embarrassment-in-explaining-why-apologies-affect-reported-(but-not-actual).pdf",7,1,1,2013,"LSP",9.375,0.625,0.0833333333333333,225,15,2
"2013-47-LSP-wolf-et-al-2013-language-use-in-eating-disorder-blogs-psychological-implications-of-social-online-activity.pdf",2,0,0,2013,"LSP",9.375,0.625,0.0833333333333333,225,15,2
"2013-48-LSP-ye-palomares-2013-effects-of-conversation-partners-gender-language-consistency-on-references-to-emotion-tentative.pdf",2,0,0,2013,"LSP",9.375,0.625,0.0833333333333333,225,15,2
"2014-00-LAB-lab.4.1.01ziz.pdf",5,0,0,2014,"LAB",18.7142857142857,1,0.285714285714286,131,7,2
"2014-00-LLT-18_01_abuseileekabualshar.pdf",4,3,0,2014,"LLT",10.1818181818182,1.45454545454545,0.272727272727273,112,16,3
"2014-00-LaS-arciuli-et-al-2013-acoustic-changes-in-the-production-of-lexical-stress-during-lombard-speech.pdf",6,0,0,2014,"LaS",13.7142857142857,1,0.0714285714285714,192,14,1
"2014-01-LAB-lab.4.1.02fab.pdf",13,0,0,2014,"LAB",18.7142857142857,1,0.285714285714286,131,7,2
"2014-01-LSP-budziszewska-et-al-2014-backlash-over-gender-fair-language-the-impact-of-feminine-job-titles-on-men-s-and-women-s.pdf",8,0,0,2014,"LSP",11.0833333333333,0.916666666666667,0.166666666666667,133,11,2
"2014-02-LSP-cavazza-guidetti-2014-swearing-in-political-discourse-why-vulgarity-works.pdf",16,1,1,2014,"LSP",11.0833333333333,0.916666666666667,0.166666666666667,133,11,2
"2014-02-LaS-d-onofrio-2013-phonetic-detail-and-dimensionality-in-sound-shape-correspondences-refining-the-bouba-kiki-paradigm.pdf",31,0,0,2014,"LaS",13.7142857142857,1,0.0714285714285714,192,14,1
"2014-03-LaS-havy-et-al-2013-a-consonant-vowel-asymmetry-in-word-form-processing-evidence-in-childhood-and-in-adulthood.pdf",34,4,0,2014,"LaS",13.7142857142857,1,0.0714285714285714,192,14,1
"2014-04-LLT-18_01_monteroperezetal.pdf",5,0,0,2014,"LLT",10.1818181818182,1.45454545454545,0.272727272727273,112,16,3
"2014-04-LSP-dragojevic-et-al-2013-giving-radon-gas-life-through-language-effects-of-linguistic-agency-assignment-in-health-messages.pdf",7,0,0,2014,"LSP",11.0833333333333,0.916666666666667,0.166666666666667,133,11,2
"2014-04-LaS-kaland-et-al-2013-white-bear-effects-in-language-production-evidence-from-the-prosodic-realization-of-adjectives.pdf",6,0,0,2014,"LaS",13.7142857142857,1,0.0714285714285714,192,14,1
"2014-05-LSP-gustafsson-senden-et-al-2013-selection-bias-in-choice-of-words-evaluations-of-i-and-we-differ-between-contexts-but-they.pdf",12,2,0,2014,"LSP",11.0833333333333,0.916666666666667,0.166666666666667,133,11,2
"2014-05-LaS-katsika-et-al-2013-effects-of-compatible-versus-competing-rhythmic-grouping-on-errors-and-timing-variability-in-speech.pdf",18,3,0,2014,"LaS",13.7142857142857,1,0.0714285714285714,192,14,1
"2014-06-LLT-18_02_allenetal.pdf",15,6,3,2014,"LLT",10.1818181818182,1.45454545454545,0.272727272727273,112,16,3
"2014-07-LSP-hansen-et-al-2013-when-actions-speak-louder-than-words-preventing-discrimination-of-nonstandard-speakers.pdf",9,2,1,2014,"LSP",11.0833333333333,0.916666666666667,0.166666666666667,133,11,2
"2014-07-LaS-liu-et-al-2013-durations-of-american-english-vowels-by-native-and-non-native-speakers-acoustic-analyses-and-perceptual.pdf",21,2,0,2014,"LaS",13.7142857142857,1,0.0714285714285714,192,14,1
"2014-08-LSP-harber-et-al-2013-hearing-stories-that-violate-expectations-leads-to-emotional-broadcasting.pdf",23,3,0,2014,"LSP",11.0833333333333,0.916666666666667,0.166666666666667,133,11,2
"2014-08-LaS-montag-macdonald-2013-visual-salience-modulates-structure-choice-in-relative-clause-production.pdf",4,1,0,2014,"LaS",13.7142857142857,1,0.0714285714285714,192,14,1
"2014-09-LLT-18_02_reinderswattana.pdf",4,0,0,2014,"LLT",10.1818181818182,1.45454545454545,0.272727272727273,112,16,3
"2014-09-LSP-koeser-sczesny-2014-promoting-gender-fair-language-the-impact-of-arguments-on-language-use-attitudes-and-cognitions.pdf",10,1,0,2014,"LSP",11.0833333333333,0.916666666666667,0.166666666666667,133,11,2
"2014-10-LLT-18_03_cowanchoolee.pdf",21,2,0,2014,"LLT",10.1818181818182,1.45454545454545,0.272727272727273,112,16,3
"2014-11-LLT-18_03_jung.pdf",6,0,0,2014,"LLT",10.1818181818182,1.45454545454545,0.272727272727273,112,16,3
"2014-11-LSP-lange-et-al-2013-words-won-t-fail-experimental-evidence-on-the-role-of-verbal-proficiency-in-mate-choice.pdf",19,1,0,2014,"LSP",11.0833333333333,0.916666666666667,0.166666666666667,133,11,2
"2014-11-LaS-neuhoff-lidji-2014-language-familiarity-expectation-and-novice-musical-rhythm-production.pdf",10,1,1,2014,"LaS",13.7142857142857,1,0.0714285714285714,192,14,1
"2014-12-LLT-18_03_lin.pdf",8,1,0,2014,"LLT",10.1818181818182,1.45454545454545,0.272727272727273,112,16,3
"2014-12-LSP-laserna-et-al-2014-um-who-like-says-you-know-filler-word-use-as-a-function-of-age-gender-and-personality.pdf",4,0,0,2014,"LSP",11.0833333333333,0.916666666666667,0.166666666666667,133,11,2
"2014-12-LaS-nittrouer-lowenstein-2013-dynamic-spectral-structure-specifies-vowels-for-adults-and-children.pdf",5,0,0,2014,"LaS",13.7142857142857,1,0.0714285714285714,192,14,1
"2014-13-LLT-18_03_monteiro.pdf",15,3,0,2014,"LLT",10.1818181818182,1.45454545454545,0.272727272727273,112,16,3
"2014-14-LLT-18_03_olson.pdf",8,0,0,2014,"LLT",10.1818181818182,1.45454545454545,0.272727272727273,112,16,3
"2014-14-LSP-nau-stewart-2013-effects-of-verbal-aggression-and-party-identification-bias-on-perceptions-of-political-speakers.pdf",8,1,0,2014,"LSP",11.0833333333333,0.916666666666667,0.166666666666667,133,11,2
"2014-14-LaS-pinnow-connine-2013-phonological-variant-recognition-representations-and-rules.pdf",2,1,0,2014,"LaS",13.7142857142857,1,0.0714285714285714,192,14,1
"2014-16-LLT-18_03_tareetal.pdf",15,0,0,2014,"LLT",10.1818181818182,1.45454545454545,0.272727272727273,112,16,3
"2014-16-LSP-riordan-et-al-2013-alignment-is-a-function-of-conversational-dynamics.pdf",3,0,0,2014,"LSP",11.0833333333333,0.916666666666667,0.166666666666667,133,11,2
"2014-17-LSP-stone-2013-an-avowal-of-prior-scepticism-enhances-the-credibility-of-an-account-of-a-paranormal-event.pdf",14,0,0,2014,"LSP",11.0833333333333,0.916666666666667,0.166666666666667,133,11,2
"2014-18-LLT-18_03_xuding.pdf",11,1,0,2014,"LLT",10.1818181818182,1.45454545454545,0.272727272727273,112,16,3
"2014-18-LaS-tremblay-spinelli-2013-english-listeners-use-of-distributional-and-acoustic-phonetic-cues-to-liaison-in-french-evidence.pdf",7,1,0,2014,"LaS",13.7142857142857,1,0.0714285714285714,192,14,1
"2014-19-LaS-tuinman-et-al-2013-use-of-syntax-in-perceptual-compensation-for-phonological-reduction.pdf",30,1,0,2014,"LaS",13.7142857142857,1,0.0714285714285714,192,14,1
"2014-21-LaS-visser-et-al-2013-children-s-expression-of-uncertainty-in-collaborative-and-competitive-contexts.pdf",15,0,0,2014,"LaS",13.7142857142857,1,0.0714285714285714,192,14,1
"2014-22-LAB-lab.4.4.02ran.pdf",4,1,1,2014,"LAB",18.7142857142857,1,0.285714285714286,131,7,2
"2014-22-LaS-yang-fox-2013-perception-of-english-vowels-by-bilingual-chinese-english-and-corresponding-monolingual-listeners.pdf",3,0,0,2014,"LaS",13.7142857142857,1,0.0714285714285714,192,14,1
"2014-23-LAB-lab.4.1.04ben.pdf",12,1,0,2014,"LAB",18.7142857142857,1,0.285714285714286,131,7,2
"2014-28-LAB-lab.4.2.02mil.pdf",24,2,0,2014,"LAB",18.7142857142857,1,0.285714285714286,131,7,2
"2014-29-LAB-lab.4.2.03lop.pdf",38,2,1,2014,"LAB",18.7142857142857,1,0.285714285714286,131,7,2
"2014-30-LAB-lab.4.2.04ren.pdf",35,1,0,2014,"LAB",18.7142857142857,1,0.285714285714286,131,7,2
"2015-00-LSP-baker-watson-2015-how-patients-perceive-their-doctors-communication-implications-for-patient-willingness-to-communicate.pdf",18,0,0,2015,"LSP",9.89473684210526,0.631578947368421,0.105263157894737,188,12,2
"2015-00-LaS-baltazani-kainada-2015-drifting-without-an-anchor-how-pitch-accents-withstand-vowel-loss.pdf",8,0,0,2015,"LaS",9.5,1.72222222222222,0.111111111111111,171,31,2
"2015-01-LaS-borras-comes-et-al-2015-vocative-intonation-preferences-are-sensitive-to-politeness-factors.pdf",10,2,0,2015,"LaS",9.5,1.72222222222222,0.111111111111111,171,31,2
"2015-02-LAB-lab.5.3.02nag.pdf",18,4,1,2015,"LAB",9.5,1.5,0.5,57,9,3
"2015-03-LLT-19_01_liukleinsasser.pdf",7,0,0,2015,"LLT",5,0,0,20,0,0
"2015-04-LSP-dehghani-et-al-2014-the-subtlety-of-sound-accent-as-a-marker-for-culture.pdf",28,1,0,2015,"LSP",9.89473684210526,0.631578947368421,0.105263157894737,188,12,2
"2015-05-LSP-dragojevic-et-al-2014-attitudes-toward-tbilisi-and-mingrelian-accented-georgian-among-georgian-youth-on-the-road-to.pdf",14,0,0,2015,"LSP",9.89473684210526,0.631578947368421,0.105263157894737,188,12,2
"2015-05-LaS-correia-et-al-2015-a-stress-deafness-effect-in-european-portuguese.pdf",15,1,0,2015,"LaS",9.5,1.72222222222222,0.111111111111111,171,31,2
"2015-06-LLT-19_01_tai.pdf",2,0,0,2015,"LLT",5,0,0,20,0,0
"2015-06-LSP-dunlop-walker-2014-cross-cultural-variability-in-self-continuity-warranting-strategies.pdf",7,0,0,2015,"LSP",9.89473684210526,0.631578947368421,0.105263157894737,188,12,2
"2015-06-LaS-fort-et-al-2014-consonants-are-more-important-than-vowels-in-the-bouba-kiki-effect.pdf",12,1,0,2015,"LaS",9.5,1.72222222222222,0.111111111111111,171,31,2
"2015-07-LSP-eggly-et-al-2014-language-analysis-as-a-window-to-bereaved-parents-emotions-during-a-parent-physician-bereavement.pdf",2,0,0,2015,"LSP",9.89473684210526,0.631578947368421,0.105263157894737,188,12,2
"2015-07-LaS-hancock-et-al-2014-perceptions-of-gender-and-femininity-based-on-language-implications-for-transgender-communication.pdf",13,3,0,2015,"LaS",9.5,1.72222222222222,0.111111111111111,171,31,2
"2015-08-LaS-heeren-et-al-2015-asking-or-telling-real-time-processing-of-prosodically-distinguished-questions-and-statements.pdf",13,0,0,2015,"LaS",9.5,1.72222222222222,0.111111111111111,171,31,2
"2015-09-LaS-heller-et-al-2014-inferring-difficulty-flexibility-in-the-real-time-processing-of-disfluency.pdf",6,1,0,2015,"LaS",9.5,1.72222222222222,0.111111111111111,171,31,2
"2015-10-LSP-gasiorek-2015-perspective-taking-inferred-motive-and-perceived-accommodation-in-nonaccommodative-conversations.pdf",4,0,0,2015,"LSP",9.89473684210526,0.631578947368421,0.105263157894737,188,12,2
"2015-11-LLT-19_02_lavolettepoliokahng.pdf",7,0,0,2015,"LLT",5,0,0,20,0,0
"2015-11-LaS-kember-et-al-2014-phonological-encoding-in-mandarin-chinese-evidence-from-tongue-twisters.pdf",8,2,0,2015,"LaS",9.5,1.72222222222222,0.111111111111111,171,31,2
"2015-12-LLT-19_02_lin.pdf",4,0,0,2015,"LLT",5,0,0,20,0,0
"2015-12-LSP-hancock-rubin-2014-influence-of-communication-partner-s-gender-on-language.pdf",5,0,0,2015,"LSP",9.89473684210526,0.631578947368421,0.105263157894737,188,12,2
"2015-12-LaS-lentz-kager-2014-categorical-phonotactic-knowledge-filters-second-language-input-but-probabilistic-phonotactic.pdf",20,11,1,2015,"LaS",9.5,1.72222222222222,0.111111111111111,171,31,2
"2015-13-LSP-harper-hogue-2014-the-emotional-representation-of-sexual-crime-in-the-national-british-press.pdf",7,0,0,2015,"LSP",9.89473684210526,0.631578947368421,0.105263157894737,188,12,2
"2015-13-LaS-levi-2015-generalization-of-phonetic-detail-cross-segmental-within-category-priming-of-vot.pdf",1,1,0,2015,"LaS",9.5,1.72222222222222,0.111111111111111,171,31,2
"2015-14-LSP-holtzman-et-al-2014-exploring-political-ideologies-of-senators-with-semantic-analysis-tools-further-validation-of-cass.pdf",3,0,0,2015,"LSP",9.89473684210526,0.631578947368421,0.105263157894737,188,12,2
"2015-15-LSP-koeser-et-al-2014-just-reading-how-gender-fair-language-triggers-readers-use-of-gender-fair-forms.pdf",9,1,1,2015,"LSP",9.89473684210526,0.631578947368421,0.105263157894737,188,12,2
"2015-17-LSP-lagerwerf-et-al-2014-immediate-attention-for-public-speech-differential-effects-of-rhetorical-schemes-and-valence.pdf",15,2,1,2015,"LSP",9.89473684210526,0.631578947368421,0.105263157894737,188,12,2
"2015-17-LaS-nishibayashi-et-al-2014-early-speech-segmentation-in-french-learning-infants-monosyllabic-words-versus-embedded.pdf",12,2,0,2015,"LaS",9.5,1.72222222222222,0.111111111111111,171,31,2
"2015-18-LSP-mcglone-pfiester-2014-stereotype-threat-and-the-evaluative-context-of-communication.pdf",18,1,0,2015,"LSP",9.89473684210526,0.631578947368421,0.105263157894737,188,12,2
"2015-18-LaS-pape-jesus-2014-stop-and-fricative-devoicing-in-european-portuguese-italian-and-german.pdf",9,1,0,2015,"LaS",9.5,1.72222222222222,0.111111111111111,171,31,2
