"source","test_type","df1","df2","test_comp","test_value","p_comp","reported_p","computed_p","raw","error","decision_error","one_tailed_in_txt","apa_factor"
"2020-21-LSP-kachel-et-al-2019-gender-(conformity)-matters-cross-dimensional-and-cross-modal-associations-in-sexual-orientation.pdf","F",4,133,"=",1.87,"=",0.12,0.119373540150127,"F(4, 133) = 1.87, p = .120",FALSE,FALSE,FALSE,0.45
"2020-21-LSP-kachel-et-al-2019-gender-(conformity)-matters-cross-dimensional-and-cross-modal-associations-in-sexual-orientation.pdf","F",3,137,"=",13.04,"<",0.001,1.52751163550035e-07,"F(3, 137) =13.04, p < .001",FALSE,FALSE,FALSE,0.45
"2020-21-LSP-kachel-et-al-2019-gender-(conformity)-matters-cross-dimensional-and-cross-modal-associations-in-sexual-orientation.pdf","F",4,133,"=",0.96,"=",0.434,0.431777285337695,"F(4, 133) = .96, p = .434",FALSE,FALSE,FALSE,0.45
"2020-21-LSP-kachel-et-al-2019-gender-(conformity)-matters-cross-dimensional-and-cross-modal-associations-in-sexual-orientation.pdf","F",3,280,"=",39.8,"<",0.001,1.87517303927552e-21,"F(3, 280) = 39.80, p < .001",FALSE,FALSE,FALSE,0.45
"2020-21-LSP-kachel-et-al-2019-gender-(conformity)-matters-cross-dimensional-and-cross-modal-associations-in-sexual-orientation.pdf","F",4,276,"=",4.73,"=",0.001,0.00104675174551263,"F(4, 276) = 4.73, p = .001",FALSE,FALSE,FALSE,0.45
"2020-22-LSP-klar-et-al-2020-reactions-of-arab-palestinians-in-israel-toward-an-in-group-member-mixing-hebrew-or-english-with-arabic.pdf","F",1,90,"=",87.02,"<",0.001,7.12798448608356e-15,"F(1, 90) = 87.02, p < .001",FALSE,FALSE,FALSE,0.81
"2020-22-LSP-klar-et-al-2020-reactions-of-arab-palestinians-in-israel-toward-an-in-group-member-mixing-hebrew-or-english-with-arabic.pdf","F",1,90,"=",114.77,"<",0.001,9.54182972669849e-18,"F(1, 90) = 114.77, p < .001",FALSE,FALSE,FALSE,0.81
"2020-22-LSP-klar-et-al-2020-reactions-of-arab-palestinians-in-israel-toward-an-in-group-member-mixing-hebrew-or-english-with-arabic.pdf","F",1,90,"=",7.75,"=",0.007,0.00654630677797083,"F(1, 90) = 7.75, p = .007",FALSE,FALSE,FALSE,0.81
"2020-22-LSP-klar-et-al-2020-reactions-of-arab-palestinians-in-israel-toward-an-in-group-member-mixing-hebrew-or-english-with-arabic.pdf","F",1,90,"=",14.56,"<",1e-04,0.000248717433146752,"F(1, 90) = 14.56, p < .0001",TRUE,FALSE,FALSE,0.81
"2020-22-LSP-klar-et-al-2020-reactions-of-arab-palestinians-in-israel-toward-an-in-group-member-mixing-hebrew-or-english-with-arabic.pdf","F",1,90,"=",72.87,"<",0.001,3.16717108247162e-13,"F(1, 90) = 72.87, p < .001",FALSE,FALSE,FALSE,0.81
"2020-22-LSP-klar-et-al-2020-reactions-of-arab-palestinians-in-israel-toward-an-in-group-member-mixing-hebrew-or-english-with-arabic.pdf","F",1,90,"=",108.17,"<",0.001,4.22124359023031e-17,"F(1, 90) = 108.17, p < .001",FALSE,FALSE,FALSE,0.81
"2020-22-LSP-klar-et-al-2020-reactions-of-arab-palestinians-in-israel-toward-an-in-group-member-mixing-hebrew-or-english-with-arabic.pdf","F",1,90,"=",18.71,"<",0.001,3.92775896919689e-05,"F(1, 90) = 18.71, p < .001",FALSE,FALSE,FALSE,0.81
"2020-22-LSP-klar-et-al-2020-reactions-of-arab-palestinians-in-israel-toward-an-in-group-member-mixing-hebrew-or-english-with-arabic.pdf","F",1,90,"=",21.61,"<",0.001,1.13909106503778e-05,"F(1, 90) = 21.61, p < .001",FALSE,FALSE,FALSE,0.81
"2020-22-LSP-klar-et-al-2020-reactions-of-arab-palestinians-in-israel-toward-an-in-group-member-mixing-hebrew-or-english-with-arabic.pdf","F",1,110,"=",99.58,"<",0.001,4.3653365126115e-17,"F(1, 110) = 99.58, p < .001",FALSE,FALSE,FALSE,0.81
"2020-22-LSP-klar-et-al-2020-reactions-of-arab-palestinians-in-israel-toward-an-in-group-member-mixing-hebrew-or-english-with-arabic.pdf","F",1,110,"=",94.69,"<",0.001,1.62009582974511e-16,"F(1, 110) = 94.69, p < .001",FALSE,FALSE,FALSE,0.81
"2020-22-LSP-klar-et-al-2020-reactions-of-arab-palestinians-in-israel-toward-an-in-group-member-mixing-hebrew-or-english-with-arabic.pdf","F",1,110,"=",3.94,"=",0.05,0.0496400756322227,"F(1, 110) = 3.94, p = .050",FALSE,FALSE,FALSE,0.81
"2020-22-LSP-klar-et-al-2020-reactions-of-arab-palestinians-in-israel-toward-an-in-group-member-mixing-hebrew-or-english-with-arabic.pdf","F",1,110,"=",83.49,"<",0.001,3.6997992704953e-15,"F(1, 110) = 83.49, p < .001",FALSE,FALSE,FALSE,0.81
"2020-22-LSP-klar-et-al-2020-reactions-of-arab-palestinians-in-israel-toward-an-in-group-member-mixing-hebrew-or-english-with-arabic.pdf","F",1,110,"=",26.91,"<",0.001,9.80725257701418e-07,"F(1, 110) = 26.91, p < .001",FALSE,FALSE,FALSE,0.81
"2020-22-LSP-klar-et-al-2020-reactions-of-arab-palestinians-in-israel-toward-an-in-group-member-mixing-hebrew-or-english-with-arabic.pdf","F",1,264,"=",27.26,"<",0.001,3.60713634698376e-07,"F(1, 264) =27.26, p < .001",FALSE,FALSE,FALSE,0.81
"2020-22-LSP-klar-et-al-2020-reactions-of-arab-palestinians-in-israel-toward-an-in-group-member-mixing-hebrew-or-english-with-arabic.pdf","F",2,264,"=",11.22,"<",0.001,2.10510886254479e-05,"F(2, 264) = 11.22, p < .001",FALSE,FALSE,FALSE,0.81
"2020-22-LSP-klar-et-al-2020-reactions-of-arab-palestinians-in-israel-toward-an-in-group-member-mixing-hebrew-or-english-with-arabic.pdf","F",2,264,"=",5.14,"=",0.006,0.00645790663753794,"F(2, 264) = 5.14, p = .006",FALSE,FALSE,FALSE,0.81
"2020-22-LSP-klar-et-al-2020-reactions-of-arab-palestinians-in-israel-toward-an-in-group-member-mixing-hebrew-or-english-with-arabic.pdf","F",1,264,"=",16.91,"<",0.001,5.23887822447322e-05,"F(1, 264) = 16.91, p < .001",FALSE,FALSE,FALSE,0.81
"2020-22-LSP-klar-et-al-2020-reactions-of-arab-palestinians-in-israel-toward-an-in-group-member-mixing-hebrew-or-english-with-arabic.pdf","F",1,264,"=",18.85,"<",0.001,2.01697404121113e-05,"F(1, 264) = 18.85, p < .001",FALSE,FALSE,FALSE,0.81
"2020-22-LSP-klar-et-al-2020-reactions-of-arab-palestinians-in-israel-toward-an-in-group-member-mixing-hebrew-or-english-with-arabic.pdf","F",1,264,"=",7.98,"=",0.005,0.00509070488716516,"F(1, 264) = 7.98, p = .005",FALSE,FALSE,FALSE,0.81
"2020-22-LSP-klar-et-al-2020-reactions-of-arab-palestinians-in-israel-toward-an-in-group-member-mixing-hebrew-or-english-with-arabic.pdf","F",1,264,"=",3.84,"=",0.051,0.0510956319119765,"F(1, 264) = 3.84, p = .051",FALSE,FALSE,FALSE,0.81
"2020-22-LSP-klar-et-al-2020-reactions-of-arab-palestinians-in-israel-toward-an-in-group-member-mixing-hebrew-or-english-with-arabic.pdf","F",1,264,"=",25.39,"<",0.001,8.69862943102602e-07,"F(1, 264) = 25.39,p < .001",FALSE,FALSE,FALSE,0.81
"2020-22-LSP-klar-et-al-2020-reactions-of-arab-palestinians-in-israel-toward-an-in-group-member-mixing-hebrew-or-english-with-arabic.pdf","F",1,264,"=",5.21,"=",0.023,0.0232529192112706,"F(1, 264) =5.21, p = .023",FALSE,FALSE,FALSE,0.81
"2020-26-LSP-malloch-et-al-2020-advice-padded-with-encouragement-a-preliminary-assessment-of-an-extended-integrated-model-of-advice.pdf","F",2,315,"=",0.038,"ns",NA,0.962717353389963,"F(2, 315)= 0.038, n.s.",FALSE,FALSE,FALSE,0.67
"2020-26-LSP-malloch-et-al-2020-advice-padded-with-encouragement-a-preliminary-assessment-of-an-extended-integrated-model-of-advice.pdf","F",2,250,"=",0.29,"=",0.75,0.74851493701102,"F(2, 250) = .29,p = .75",FALSE,FALSE,FALSE,0.67
"2020-26-LSP-malloch-et-al-2020-advice-padded-with-encouragement-a-preliminary-assessment-of-an-extended-integrated-model-of-advice.pdf","F",2,338,"=",0.43,"=",0.65,0.650864444693392,"F(2,338) = .43, p = .65",FALSE,FALSE,FALSE,0.67
"2020-26-LSP-malloch-et-al-2020-advice-padded-with-encouragement-a-preliminary-assessment-of-an-extended-integrated-model-of-advice.pdf","F",2,349,"=",2.62,"=",0.07,0.0742345267493929,"F(2, 349) = 2.62, p = .07",FALSE,FALSE,FALSE,0.67
"2020-27-LSP-markowitz-slovic-2020-communicating-imperatives-requires-psychological-closeness-but-creates-psychological-distance.pdf","Chi2",2,NA,"=",2.43,"=",0.297,0.296710014294045,"2(2) = 2.43, p = .297",FALSE,FALSE,TRUE,0.42
"2020-27-LSP-markowitz-slovic-2020-communicating-imperatives-requires-psychological-closeness-but-creates-psychological-distance.pdf","t",NA,818,"=",1.06,"=",0.291,0.289457481747759,"t(818) = 1.06, p = .291",FALSE,FALSE,TRUE,0.42
"2020-27-LSP-markowitz-slovic-2020-communicating-imperatives-requires-psychological-closeness-but-creates-psychological-distance.pdf","t",NA,768.77,"=",-0.39,"=",0.697,0.696644573426479,"t(768.77) = -0.39, p = .697",FALSE,FALSE,TRUE,0.42
"2020-27-LSP-markowitz-slovic-2020-communicating-imperatives-requires-psychological-closeness-but-creates-psychological-distance.pdf","t",NA,826,"=",2.44,"=",0.015,0.0148965752405775,"t(826) = 2.44, p = .015",FALSE,FALSE,TRUE,0.42
"2020-27-LSP-markowitz-slovic-2020-communicating-imperatives-requires-psychological-closeness-but-creates-psychological-distance.pdf","t",NA,825.89,"=",2.17,"=",0.031,0.0302912579659555,"t(825.89) = 2.17, p = .031",FALSE,FALSE,TRUE,0.42
"2020-27-LSP-markowitz-slovic-2020-communicating-imperatives-requires-psychological-closeness-but-creates-psychological-distance.pdf","Chi2",2,NA,"=",1.71,"=",0.425,0.425283191082274,"2(2) = 1.71, p = .425",FALSE,FALSE,TRUE,0.42
"2020-27-LSP-markowitz-slovic-2020-communicating-imperatives-requires-psychological-closeness-but-creates-psychological-distance.pdf","t",NA,842,"=",0.17,"=",0.862,0.865050973159259,"t(842) = 0.17, p = .862",FALSE,FALSE,TRUE,0.42
"2020-27-LSP-markowitz-slovic-2020-communicating-imperatives-requires-psychological-closeness-but-creates-psychological-distance.pdf","Chi2",1,NA,"=",1.07,"=",0.302,0.300945445802544,",2(1) = 1.07, p = .302",FALSE,FALSE,TRUE,0.42
"2020-27-LSP-markowitz-slovic-2020-communicating-imperatives-requires-psychological-closeness-but-creates-psychological-distance.pdf","t",NA,850,"=",1.42,"=",0.16,0.155974340628826,"t(850) = 1.42, p = .16",FALSE,FALSE,TRUE,0.42
"2020-27-LSP-markowitz-slovic-2020-communicating-imperatives-requires-psychological-closeness-but-creates-psychological-distance.pdf","t",NA,850,"=",-2.38,"=",0.018,0.0175322777943436,"t(850) = -2.38,p = .018",FALSE,FALSE,TRUE,0.42
"2020-27-LSP-markowitz-slovic-2020-communicating-imperatives-requires-psychological-closeness-but-creates-psychological-distance.pdf","t",NA,597.23,"=",-2.44,"=",0.015,0.0149770338290743,"t(597.23) = -2.44, p = .015",FALSE,FALSE,TRUE,0.42
"2020-28-LSP-o-dea-saucier-2020-perceptions-of-racial-slurs-used-by-black-individuals-toward-white-individuals-derogation-or.pdf","F",4,290,"=",84.96,"<",0.001,1.14354488497946e-47,"F(4, 290) = 84.96, p < .001",FALSE,FALSE,FALSE,0.44
"2020-28-LSP-o-dea-saucier-2020-perceptions-of-racial-slurs-used-by-black-individuals-toward-white-individuals-derogation-or.pdf","F",16,887,"=",33.8,"<",0.001,1.66778489268964e-80,"F(16, 887) = 33.80, p< .001",FALSE,FALSE,FALSE,0.44
"2020-28-LSP-o-dea-saucier-2020-perceptions-of-racial-slurs-used-by-black-individuals-toward-white-individuals-derogation-or.pdf","F",2,208,"=",1.55,"=",0.215,0.214689385105779,"F(2, 208) = 1.55, p = .215",FALSE,FALSE,FALSE,0.44
"2020-28-LSP-o-dea-saucier-2020-perceptions-of-racial-slurs-used-by-black-individuals-toward-white-individuals-derogation-or.pdf","F",6,412,"=",17.89,"<",0.001,1.84282962232396e-18,"F(6, 412) = 17.89, p< .001",FALSE,FALSE,FALSE,0.44
"2020-28-LSP-o-dea-saucier-2020-perceptions-of-racial-slurs-used-by-black-individuals-toward-white-individuals-derogation-or.pdf","F",2,208,"=",16.64,"<",0.001,1.97865064242225e-07,"F(2, 208) = 16.64, p < .001",FALSE,FALSE,FALSE,0.44
"2020-28-LSP-o-dea-saucier-2020-perceptions-of-racial-slurs-used-by-black-individuals-toward-white-individuals-derogation-or.pdf","F",2,208,"=",43.11,"<",0.001,2.17109564866169e-16,"F(2, 208) = 43.11, p < .001",FALSE,FALSE,FALSE,0.44
"2020-28-LSP-o-dea-saucier-2020-perceptions-of-racial-slurs-used-by-black-individuals-toward-white-individuals-derogation-or.pdf","F",2,208,"=",25.27,"<",0.001,1.49865411681093e-10,"F(2, 208) =25.27, p < .001",FALSE,FALSE,FALSE,0.44
"2020-28-LSP-o-dea-saucier-2020-perceptions-of-racial-slurs-used-by-black-individuals-toward-white-individuals-derogation-or.pdf","t",NA,57,"=",-6.99,"<",0.001,3.30626299271246e-09,"t(57) = -6.99, p < .001",FALSE,FALSE,FALSE,0.44
"2020-29-LSP-paladino-mazzurega-2019-one-of-us-on-the-role-of-accent-and-race-in-real-time-in-group-categorization.pdf","F",1,101,"=",87041,"<",0.001,4.32206000446726e-150,"F(1, 101) = 870,41, p < .001",FALSE,FALSE,FALSE,0.31
"2020-29-LSP-paladino-mazzurega-2019-one-of-us-on-the-role-of-accent-and-race-in-real-time-in-group-categorization.pdf","F",1,101,"=",10412,"<",0.001,1.0514595982036e-103,"F(1, 101) = 104,12, p < .001",FALSE,FALSE,FALSE,0.31
"2020-29-LSP-paladino-mazzurega-2019-one-of-us-on-the-role-of-accent-and-race-in-real-time-in-group-categorization.pdf","F",1,101,"=",5240,"<",0.001,7.51723289801042e-89,"F(1, 101) = 52,40, p < .001",FALSE,FALSE,FALSE,0.31
"2020-29-LSP-paladino-mazzurega-2019-one-of-us-on-the-role-of-accent-and-race-in-real-time-in-group-categorization.pdf","F",1,76,"=",6.98,"=",0.01,0.0100029520246524,"F(1, 76) = 6.98,p = .01",FALSE,FALSE,FALSE,0.31
"2020-29-LSP-paladino-mazzurega-2019-one-of-us-on-the-role-of-accent-and-race-in-real-time-in-group-categorization.pdf","F",1,76,"=",88.92,"<",0.001,2.01434243913577e-14,"F(1, 76) =88.92, p <.001",FALSE,FALSE,FALSE,0.31
"2020-29-LSP-paladino-mazzurega-2019-one-of-us-on-the-role-of-accent-and-race-in-real-time-in-group-categorization.pdf","F",1,76,"=",5.37,"=",0.02,0.0231803037808907,"F(1, 76) = 5.37, p =.02",FALSE,FALSE,FALSE,0.31
"2020-29-LSP-paladino-mazzurega-2019-one-of-us-on-the-role-of-accent-and-race-in-real-time-in-group-categorization.pdf","F",1,76,"=",54.4,"<",0.001,1.70940891802884e-10,"F(1, 76) = 54.40, p < .001",FALSE,FALSE,FALSE,0.31
"2020-29-LSP-paladino-mazzurega-2019-one-of-us-on-the-role-of-accent-and-race-in-real-time-in-group-categorization.pdf","t",NA,76,"=",2.14,"=",0.04,0.0355635969855358,"t(76) = 2.14, p = .04",FALSE,FALSE,FALSE,0.31
"2020-29-LSP-paladino-mazzurega-2019-one-of-us-on-the-role-of-accent-and-race-in-real-time-in-group-categorization.pdf","t",NA,76,"=",1.84,"=",0.07,0.069672592846646,"t(76) = 1.84, p = .07",FALSE,FALSE,FALSE,0.31
"2020-29-LSP-paladino-mazzurega-2019-one-of-us-on-the-role-of-accent-and-race-in-real-time-in-group-categorization.pdf","F",1,76,"=",60.1,"<",0.001,3.27432073885515e-11,"F(1, 76) = 60.10, p < .001",FALSE,FALSE,FALSE,0.31
"2020-29-LSP-paladino-mazzurega-2019-one-of-us-on-the-role-of-accent-and-race-in-real-time-in-group-categorization.pdf","F",1,59,"=",3.14,"=",0.08,0.0815572933897153,"F(1, 59) = 3.14, p =.08",FALSE,FALSE,FALSE,0.31
"2020-30-LSP-rakic-et-al-2020-do-people-remember-what-is-prototypical-the-role-of-accent-religion-intersectionality-for-individual.pdf","Chi2",3,NA,"=",7.06,"=",0.07,0.0700097585504611,"2(3, N = 3,552) = 7.06, p = .07",FALSE,FALSE,FALSE,0.88
"2020-30-LSP-rakic-et-al-2020-do-people-remember-what-is-prototypical-the-role-of-accent-religion-intersectionality-for-individual.pdf","Chi2",5,NA,"=",7.06,"=",0.22,0.216216142894634,"2(5, N = 3,552) = 7.06, p =.22",FALSE,FALSE,FALSE,0.88
"2020-30-LSP-rakic-et-al-2020-do-people-remember-what-is-prototypical-the-role-of-accent-religion-intersectionality-for-individual.pdf","Chi2",1,NA,"=",0.13,"=",0.71,0.718432038910339,",2(1, N = 3,552) = 0.13, p = .71",FALSE,FALSE,FALSE,0.88
"2020-30-LSP-rakic-et-al-2020-do-people-remember-what-is-prototypical-the-role-of-accent-religion-intersectionality-for-individual.pdf","Chi2",2,NA,"=",1.35,"=",0.51,0.509156420607549,"2(2, N = 3,552) = 1.35, p = .51",FALSE,FALSE,FALSE,0.88
"2020-30-LSP-rakic-et-al-2020-do-people-remember-what-is-prototypical-the-role-of-accent-religion-intersectionality-for-individual.pdf","Chi2",1,NA,"=",2.35,"=",0.13,0.125283007385046,"2(1, N= 3,552) = 2.35, p = .13",FALSE,FALSE,FALSE,0.88
"2020-30-LSP-rakic-et-al-2020-do-people-remember-what-is-prototypical-the-role-of-accent-religion-intersectionality-for-individual.pdf","Chi2",1,NA,"=",14.48,"<",0.001,0.000141655586856346,"2(1, N = 3,552)= 14.48, p < .001",FALSE,FALSE,FALSE,0.88
"2020-30-LSP-rakic-et-al-2020-do-people-remember-what-is-prototypical-the-role-of-accent-religion-intersectionality-for-individual.pdf","Chi2",1,NA,"=",6.67,"=",0.009,0.00980491884584756,"2(1, N = 3,552) = 6.67, p = .009",TRUE,FALSE,FALSE,0.88
"2020-30-LSP-rakic-et-al-2020-do-people-remember-what-is-prototypical-the-role-of-accent-religion-intersectionality-for-individual.pdf","Chi2",1,NA,"=",8.03,"=",0.005,0.00460088394997659,"2(1, N = 3,552) = 8.03, p = .005",FALSE,FALSE,FALSE,0.88
"2020-30-LSP-rakic-et-al-2020-do-people-remember-what-is-prototypical-the-role-of-accent-religion-intersectionality-for-individual.pdf","Chi2",1,NA,"=",18.69,"<",0.001,1.53786902226958e-05,"2(1, N = 3,552) =18.69, p < .001",FALSE,FALSE,FALSE,0.88
"2020-30-LSP-rakic-et-al-2020-do-people-remember-what-is-prototypical-the-role-of-accent-religion-intersectionality-for-individual.pdf","Chi2",1,NA,"=",1.18,"=",0.28,0.277355995555197,"2(1, N = 3,552) = 1.18, p =.28",FALSE,FALSE,FALSE,0.88
"2020-30-LSP-rakic-et-al-2020-do-people-remember-what-is-prototypical-the-role-of-accent-religion-intersectionality-for-individual.pdf","Chi2",6,NA,"=",11.16,"=",0.08,0.0835555356233135,"2(6, N = 3,552) = 11.16, p = .08",FALSE,FALSE,FALSE,0.88
"2020-30-LSP-rakic-et-al-2020-do-people-remember-what-is-prototypical-the-role-of-accent-religion-intersectionality-for-individual.pdf","Chi2",1,NA,"=",0.03,"=",0.86,0.862490230135922,"2(1, N =3,552) = 0.03, p = .86",FALSE,FALSE,FALSE,0.88
"2020-30-LSP-rakic-et-al-2020-do-people-remember-what-is-prototypical-the-role-of-accent-religion-intersectionality-for-individual.pdf","Chi2",1,NA,"=",0.04,"=",0.84,0.841480581121794,"2(1, N = 3,552) = 0.04, p = .84",FALSE,FALSE,FALSE,0.88
"2020-30-LSP-rakic-et-al-2020-do-people-remember-what-is-prototypical-the-role-of-accent-religion-intersectionality-for-individual.pdf","Chi2",1,NA,"=",17.75,"<",0.001,2.51917493536887e-05,"2(1, N = 3,552) = 17.75, p < .001",FALSE,FALSE,FALSE,0.88
"2020-30-LSP-rakic-et-al-2020-do-people-remember-what-is-prototypical-the-role-of-accent-religion-intersectionality-for-individual.pdf","Chi2",1,NA,"=",34.95,"<",0.001,3.38281399333901e-09,"2(1, N = 3,552) =34.95, p < .001",FALSE,FALSE,FALSE,0.88
"2020-32-LSP-scaffidi-abbate-et-al-2019-the-effect-of-perspective-taking-on-linguistic-intergroup-bias.pdf","F",1,79,"=",6.38,"=",0.013,0.0135411482744464,"F(1, 79) = 6.38,p = .013",TRUE,FALSE,FALSE,0.58
"2020-32-LSP-scaffidi-abbate-et-al-2019-the-effect-of-perspective-taking-on-linguistic-intergroup-bias.pdf","F",1,62,"=",22,"<",0.001,1.54520688480808e-05,"F(1, 62) = 22.00, p < .001",FALSE,FALSE,FALSE,0.58
"2020-32-LSP-scaffidi-abbate-et-al-2019-the-effect-of-perspective-taking-on-linguistic-intergroup-bias.pdf","F",1,64,"=",6.04,"=",0.017,0.0167044407767233,"F(1, 64) = 6.04,p = .017",FALSE,FALSE,FALSE,0.58
"2020-32-LSP-scaffidi-abbate-et-al-2019-the-effect-of-perspective-taking-on-linguistic-intergroup-bias.pdf","F",1,64,"=",58.9,"<",0.001,1.20805094146678e-10,"F(1, 64) = 58.90, p < .001",FALSE,FALSE,FALSE,0.58
"2020-32-LSP-scaffidi-abbate-et-al-2019-the-effect-of-perspective-taking-on-linguistic-intergroup-bias.pdf","F",1,62,"=",21.18,"<",0.001,2.12109310290453e-05,"F(1, 62) = 21.18, p < .001",FALSE,FALSE,FALSE,0.58
"2020-32-LSP-scaffidi-abbate-et-al-2019-the-effect-of-perspective-taking-on-linguistic-intergroup-bias.pdf","Chi2",3,NA,"=",29.68,"<",0.001,1.61137926364946e-06,"2(3,N = 168) = 29.68, p < .001",FALSE,FALSE,FALSE,0.58
"2020-32-LSP-scaffidi-abbate-et-al-2019-the-effect-of-perspective-taking-on-linguistic-intergroup-bias.pdf","Chi2",3,NA,"=",77.51,"<",0.001,1.04962641010029e-16,"2(3, N = 210) = 77.51, p < .001",FALSE,FALSE,FALSE,0.58
"2020-33-LSP-shulman-et-al-2020-the-effects-of-jargon-on-processing-fluency-self-perceptions-and-scientific-engagement.pdf","F",1,298,"=",18.98,"<",0.001,1.81958712937396e-05,"F(1, 298) = 18.98, p < .001",FALSE,FALSE,FALSE,0.67
"2020-33-LSP-shulman-et-al-2020-the-effects-of-jargon-on-processing-fluency-self-perceptions-and-scientific-engagement.pdf","F",1,298,"=",1.83,"=",0.177,0.177153024214732,"F(1, 298) = 1.83, p = .177",FALSE,FALSE,FALSE,0.67
"2020-33-LSP-shulman-et-al-2020-the-effects-of-jargon-on-processing-fluency-self-perceptions-and-scientific-engagement.pdf","F",3,636,"=",25.52,"<",0.001,1.34110891074286e-15,"F(3, 636)= 25.52, p < .001",FALSE,FALSE,FALSE,0.67
"2020-33-LSP-shulman-et-al-2020-the-effects-of-jargon-on-processing-fluency-self-perceptions-and-scientific-engagement.pdf","F",1,636,"=",76.03,"<",0.001,2.42763876386443e-17,"F(1, 636) = 76.03, p < .001",FALSE,FALSE,FALSE,0.67
"2020-33-LSP-shulman-et-al-2020-the-effects-of-jargon-on-processing-fluency-self-perceptions-and-scientific-engagement.pdf","F",1,636,"=",0.37,"=",0.543,0.543221429370562,"F(1, 636) = 0.37,p = .543",FALSE,FALSE,FALSE,0.67
"2020-33-LSP-shulman-et-al-2020-the-effects-of-jargon-on-processing-fluency-self-perceptions-and-scientific-engagement.pdf","F",1,636,"=",0.17,"=",0.678,0.680250745314589,"F(1, 636) = 0.17, p = .678",FALSE,FALSE,FALSE,0.67
"2020-33-LSP-shulman-et-al-2020-the-effects-of-jargon-on-processing-fluency-self-perceptions-and-scientific-engagement.pdf","t",NA,647,"=",0.54,"=",0.59,0.589382842608949,"t(647) = 0.54, p = .590",FALSE,FALSE,FALSE,0.67
"2020-33-LSP-shulman-et-al-2020-the-effects-of-jargon-on-processing-fluency-self-perceptions-and-scientific-engagement.pdf","t",NA,650,"=",0.48,"=",0.648,0.631388874200733,"t(650) = 0.48, p = .648",TRUE,FALSE,FALSE,0.67
"2020-33-LSP-shulman-et-al-2020-the-effects-of-jargon-on-processing-fluency-self-perceptions-and-scientific-engagement.pdf","t",NA,641,"=",0.96,"=",0.336,0.337417181675562,"t(641) = 0.96, p = .336",FALSE,FALSE,FALSE,0.67
"2020-33-LSP-shulman-et-al-2020-the-effects-of-jargon-on-processing-fluency-self-perceptions-and-scientific-engagement.pdf","t",NA,647,"=",1.35,"=",0.178,0.177488069938312,"t(647) = 1.35, p = .178",FALSE,FALSE,FALSE,0.67
"2020-34-LSP-skrodzka-et-al-2020-the-twofold-role-of-a-minority-language-in-historical-trauma-the-case-of-lemko-minority-in-poland.pdf","F",1,228,"=",10.36,"=",0.002,0.00147514019604082,"F(1, 228) = 10.36,p = .002",TRUE,FALSE,FALSE,0.12
"2020-34-LSP-skrodzka-et-al-2020-the-twofold-role-of-a-minority-language-in-historical-trauma-the-case-of-lemko-minority-in-poland.pdf","F",1,228,"=",16.47,"<",0.001,6.79290212803014e-05,"F(1, 228) = 16.47, p < .001",FALSE,FALSE,FALSE,0.12
"2020-34-LSP-skrodzka-et-al-2020-the-twofold-role-of-a-minority-language-in-historical-trauma-the-case-of-lemko-minority-in-poland.pdf","F",1,230,"=",4.87,"=",0.03,0.0283162144839203,"F(1, 230) = 4.87, p = .03",FALSE,FALSE,FALSE,0.12
"2020-35-LSP-st-cyr-brisini-solomon-2020-building-expertise-effects-of-experience-claims-on-responses-to-advice.pdf","F",3,168,"=",10.14,"<",0.001,3.56120301544101e-06,"F(3, 168) = 10.14, p < .001",FALSE,FALSE,FALSE,0.71
"2020-35-LSP-st-cyr-brisini-solomon-2020-building-expertise-effects-of-experience-claims-on-responses-to-advice.pdf","F",3,168,"=",18.75,"<",0.001,1.54210625715987e-10,"F(3, 168) =18.75, p < .001",FALSE,FALSE,FALSE,0.71
"2020-35-LSP-st-cyr-brisini-solomon-2020-building-expertise-effects-of-experience-claims-on-responses-to-advice.pdf","F",3,168,"=",19.82,"<",0.001,4.76639334352452e-11,"F(3, 168) = 19.82,p < .001",FALSE,FALSE,FALSE,0.71
"2020-35-LSP-st-cyr-brisini-solomon-2020-building-expertise-effects-of-experience-claims-on-responses-to-advice.pdf","F",4,167,"=",16.88,"<",0.001,1.21742888913504e-11,"F(4, 167) =16.88, p < .001",FALSE,FALSE,FALSE,0.71
"2020-35-LSP-st-cyr-brisini-solomon-2020-building-expertise-effects-of-experience-claims-on-responses-to-advice.pdf","F",4,167,"=",38.42,"<",0.001,8.96964818249e-23,"F(4, 167) = 38.42, p < .001",FALSE,FALSE,FALSE,0.71
"2020-35-LSP-st-cyr-brisini-solomon-2020-building-expertise-effects-of-experience-claims-on-responses-to-advice.pdf","F",4,167,"=",24.3,"<",0.001,7.35812848357487e-16,"F(4, 167) = 24.30, p < .001",FALSE,FALSE,FALSE,0.71
"2020-35-LSP-st-cyr-brisini-solomon-2020-building-expertise-effects-of-experience-claims-on-responses-to-advice.pdf","F",1,172,"=",8.91,"<",0.001,0.00324953046729316,"F(1, 172) = 8.91, p < .001",TRUE,FALSE,FALSE,0.71
"2020-35-LSP-st-cyr-brisini-solomon-2020-building-expertise-effects-of-experience-claims-on-responses-to-advice.pdf","F",1,172,"=",5,"<",0.05,0.0266332272371944,"F(1, 172) = 5.00, p < .05",FALSE,FALSE,FALSE,0.71
